study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB61818	ERP146900	SAMEA113430575	ERS15425690	ERX10846886	ERR11439579	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN322_GRG059_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3277988	224508446	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:111-23356	ena-RUN-TAB-15-05-2023-12:25:42:111-23357	123305338	be4d1dc7aafd4507789b2a7785936392	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/079/ERR11439579/ERR11439579.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/079/ERR11439579/ERR11439579.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/079/ERR11439579/ERR11439579.fastq.gz	166680785;5853424	51eae563f740a5efd042c3c4b8745e2b;ab8f0e8c1d19af4f9b6b593d80e9e107	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439579/GLN322_GRG059_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439579/GLN322_GRG059_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439579/GLN322_GRG059_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439579/GLN322_GRG059_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439579/GLN322_GRG059_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439579/GLN322_GRG059_YC.bam.bai	BAM;BAI						GLN322		GLN322		2023-05-15
PRJEB61818	ERP146900	SAMEA113430577	ERS15425692	ERX10846892	ERR11439585	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN326_GRG060_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4899371	292855646	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:113-23368	ena-RUN-TAB-15-05-2023-12:25:42:113-23369	177122567	2f5b6b9ed9a08a64c723374c38630a22	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/085/ERR11439585/ERR11439585.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/085/ERR11439585/ERR11439585.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/085/ERR11439585/ERR11439585.fastq.gz	248700063;5944592	d16bf442de66670dec237d4eb3132a18;132ebd56174946c62876444271395af4	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439585/GLN326_GRG060_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439585/GLN326_GRG060_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439585/GLN326_GRG060_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439585/GLN326_GRG060_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439585/GLN326_GRG060_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439585/GLN326_GRG060_TF.bam.bai	BAM;BAI						GLN326		GLN326		2023-05-15
PRJEB61818	ERP146900	SAMEA113430542	ERS15425657	ERX10846790	ERR11439483	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN279_GRG042_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	570832	29765540	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:086-23164	ena-RUN-TAB-15-05-2023-12:25:42:086-23165	19114951	39353fbfa657a01861eda74169316400	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/083/ERR11439483/ERR11439483.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/083/ERR11439483/ERR11439483.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/083/ERR11439483/ERR11439483.fastq.gz	28248176;5298208	53c258dc8fcf104a9f03ab0d2343a0e4;d953e3af43ae89f4c69eb73a495ed55e	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439483/GLN279_GRG042_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439483/GLN279_GRG042_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439483/GLN279_GRG042_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439483/GLN279_GRG042_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439483/GLN279_GRG042_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439483/GLN279_GRG042_TF.bam.bai	BAM;BAI						GLN279		GLN279		2023-05-15
PRJEB61818	ERP146900	SAMEA113430544	ERS15425659	ERX10846794	ERR11439487	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN282_GRG095_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4397528	250530361	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:087-23172	ena-RUN-TAB-15-05-2023-12:25:42:087-23173	154088633	62fe1c95afebbde7641517f65e153613	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/087/ERR11439487/ERR11439487.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/087/ERR11439487/ERR11439487.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/087/ERR11439487/ERR11439487.fastq.gz	219058823;5928816	2e96e3216d87a50c5fabb8b3d8a2b4c6;4bcc12d1840154384a836fe2afd0ff5b	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439487/GLN282_GRG095_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439487/GLN282_GRG095_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439487/GLN282_GRG095_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439487/GLN282_GRG095_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439487/GLN282_GRG095_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439487/GLN282_GRG095_TF.bam.bai	BAM;BAI						GLN282		GLN282		2023-05-15
PRJEB61818	ERP146900	SAMEA113430547	ERS15425662	ERX10846805	ERR11439498	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN285B_GRG046_TF	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	3015908	174556880	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:090-23194	ena-RUN-TAB-15-05-2023-12:25:42:090-23195	107775936	2583a21b4d934e4d1af05eb809e5e159	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/098/ERR11439498/ERR11439498.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/098/ERR11439498/ERR11439498.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/098/ERR11439498/ERR11439498.fastq.gz	147561768;5770856	21ca3e58462917a3d1c7af80cc6c9755;4fe574f179c0b06d1f72de3bc4ed259d	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439498/GLN285B_GRG046_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439498/GLN285B_GRG046_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439498/GLN285B_GRG046_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439498/GLN285B_GRG046_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439498/GLN285B_GRG046_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439498/GLN285B_GRG046_TF.bam.bai	BAM;BAI						GLN285B		GLN285B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430548	ERS15425663	ERX10846808	ERR11439501	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN287_GRG047_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4108685	271245645	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:091-23200	ena-RUN-TAB-15-05-2023-12:25:42:092-23201	149364313	55402d844703aa1431034ea6f880ffe5	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR11439501/ERR11439501.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/001/ERR11439501/ERR11439501.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/001/ERR11439501/ERR11439501.fastq.gz	206085526;5920712	e74b5cb84895aa3a173ae5880a6dd7e6;523837b8d3230a17b5e3c333ae1dd51d	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439501/GLN287_GRG047_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439501/GLN287_GRG047_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439501/GLN287_GRG047_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439501/GLN287_GRG047_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439501/GLN287_GRG047_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439501/GLN287_GRG047_YC.bam.bai	BAM;BAI						GLN287		GLN287		2023-05-15
PRJEB61818	ERP146900	SAMEA113430550	ERS15425665	ERX10846812	ERR11439505	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN289B_GRG049_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	221858	11355492	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:092-23208	ena-RUN-TAB-15-05-2023-12:25:42:093-23209	6647595	962110d831b24c6d7f650ba9561bda37	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR11439505/ERR11439505.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/005/ERR11439505/ERR11439505.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/005/ERR11439505/ERR11439505.fastq.gz	11451856;3603936	fdbd397636cfbfa160220b2656999d7d;45a26577b995cc3f4ac05eb8a2c5ddc9	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439505/GLN289B_GRG049_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439505/GLN289B_GRG049_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439505/GLN289B_GRG049_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439505/GLN289B_GRG049_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439505/GLN289B_GRG049_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439505/GLN289B_GRG049_IM.bam.bai	BAM;BAI						GLN289B		GLN289B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430551	ERS15425666	ERX10846816	ERR11439509	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN291_GRG096_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	5132637	326245351	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:094-23216	ena-RUN-TAB-15-05-2023-12:25:42:094-23217	180602768	b05c52e4f8636964b5d9a540938d2d27	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR11439509/ERR11439509.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/009/ERR11439509/ERR11439509.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/009/ERR11439509/ERR11439509.fastq.gz	272980135;5986728	d9199f60d5da242ff7b41eea4b983753;1cd0d4c8ac73f1bfc1a2763f9354274a	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439509/GLN291_GRG096_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439509/GLN291_GRG096_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439509/GLN291_GRG096_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439509/GLN291_GRG096_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439509/GLN291_GRG096_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439509/GLN291_GRG096_YC.bam.bai	BAM;BAI						GLN291		GLN291		2023-05-15
PRJEB61818	ERP146900	SAMEA113430554	ERS15425669	ERX10846821	ERR11439514	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN295_GRG104_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4448	243674	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:095-23226	ena-RUN-TAB-15-05-2023-12:25:42:095-23227	170978	6d5f47cd049d79be7cc278798b921b87	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/014/ERR11439514/ERR11439514.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/014/ERR11439514/ERR11439514.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/014/ERR11439514/ERR11439514.fastq.gz	275575;1602712	4ccb21a81cf34162cf2b2b4b428f52e8;af167adb61cfd88d994f81fdf2b992a9	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439514/GLN295_GRG104_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439514/GLN295_GRG104_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439514/GLN295_GRG104_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439514/GLN295_GRG104_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439514/GLN295_GRG104_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439514/GLN295_GRG104_TF.bam.bai	BAM;BAI						GLN295		GLN295		2023-05-15
PRJEB61818	ERP146900	SAMEA113430555	ERS15425670	ERX10846822	ERR11439515	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN298_GRG051_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	13938033	781693065	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:095-23228	ena-RUN-TAB-15-05-2023-12:25:42:096-23229	384715184	6a03403d14e3f6c182d6c4f53d4d9179	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/015/ERR11439515/ERR11439515.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/015/ERR11439515/ERR11439515.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/015/ERR11439515/ERR11439515.fastq.gz	627528276;5984168	197e4bdf88f0a578cb6addb39c5152bf;e5f9b91db214c8ca58ddc401828ffb16	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439515/GLN298_GRG051_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439515/GLN298_GRG051_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439515/GLN298_GRG051_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439515/GLN298_GRG051_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439515/GLN298_GRG051_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439515/GLN298_GRG051_IM.bam.bai	BAM;BAI						GLN298		GLN298		2023-05-15
PRJEB61818	ERP146900	SAMEA113430556	ERS15425671	ERX10846826	ERR11439519	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN299_GRG052_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3804364	244868748	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:096-23236	ena-RUN-TAB-15-05-2023-12:25:42:097-23237	139062356	35d692b7e27e2f41ae1fd5d3858fd819	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/019/ERR11439519/ERR11439519.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/019/ERR11439519/ERR11439519.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/019/ERR11439519/ERR11439519.fastq.gz	192772894;5905848	09a654ca97f6c560d55f302c7ce0ee71;16ff18d006484f4aa19e3797aed87ad1	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439519/GLN299_GRG052_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439519/GLN299_GRG052_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439519/GLN299_GRG052_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439519/GLN299_GRG052_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439519/GLN299_GRG052_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439519/GLN299_GRG052_YC.bam.bai	BAM;BAI						GLN299		GLN299		2023-05-15
PRJEB61818	ERP146900	SAMEA113430557	ERS15425672	ERX10846827	ERR11439520	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN300_GRG097_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3589530	206631436	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:097-23238	ena-RUN-TAB-15-05-2023-12:25:42:097-23239	88530861	18b68b0dc6782eda183b2f0bb080f952	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/020/ERR11439520/ERR11439520.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/020/ERR11439520/ERR11439520.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/020/ERR11439520/ERR11439520.fastq.gz	124086268;5598256	8bdb0b8bbd2ac42d74959414a13202da;64214013a93d82d6c2dbc2c823305734	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439520/GLN300_GRG097_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439520/GLN300_GRG097_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439520/GLN300_GRG097_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439520/GLN300_GRG097_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439520/GLN300_GRG097_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439520/GLN300_GRG097_IM.bam.bai	BAM;BAI						GLN300		GLN300		2023-05-15
PRJEB61818	ERP146900	SAMEA113430558	ERS15425673	ERX10846832	ERR11439525	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN301_GRG108_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3151512	187104125	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:098-23248	ena-RUN-TAB-15-05-2023-12:25:42:098-23249	113599846	eb2fe16538651174c5e0b48ea4301380	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/025/ERR11439525/ERR11439525.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/025/ERR11439525/ERR11439525.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/025/ERR11439525/ERR11439525.fastq.gz	159746960;5889152	7d9de7c7914eb5f9179645bf0d428a54;8c68e3aa5088179ecf7cbc85c93bfe33	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439525/GLN301_GRG108_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439525/GLN301_GRG108_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439525/GLN301_GRG108_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439525/GLN301_GRG108_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439525/GLN301_GRG108_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439525/GLN301_GRG108_TF.bam.bai	BAM;BAI						GLN301		GLN301		2023-05-15
PRJEB61818	ERP146900	SAMEA113430559	ERS15425674	ERX10846833	ERR11439526	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN302_GRG073_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	7629271	404236452	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:098-23250	ena-RUN-TAB-15-05-2023-12:25:42:098-23251	200683279	aed183f99ae388176d0ad4cfb8a7e112	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/026/ERR11439526/ERR11439526.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/026/ERR11439526/ERR11439526.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/026/ERR11439526/ERR11439526.fastq.gz	306590892;5889336	8a203539cc3937d2f1c2521d9bd4adc8;7eb746ea5bd2ac2aa51177caa50d2180	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439526/GLN302_GRG073_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439526/GLN302_GRG073_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439526/GLN302_GRG073_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439526/GLN302_GRG073_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439526/GLN302_GRG073_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439526/GLN302_GRG073_IM.bam.bai	BAM;BAI						GLN302		GLN302		2023-05-15
PRJEB61818	ERP146900	SAMEA113430559	ERS15425674	ERX10846835	ERR11439528	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN302_GRG073_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3166779	171496698	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:099-23254	ena-RUN-TAB-15-05-2023-12:25:42:099-23255	108933516	54a62e1749d18e1cd1111134ea4e9930	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/028/ERR11439528/ERR11439528.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/028/ERR11439528/ERR11439528.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/028/ERR11439528/ERR11439528.fastq.gz	157206518;5866544	7b59b502e073e7bef1b385b1a95d6f6e;c3d2f3f832cab712400da888cbd1a98e	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439528/GLN302_GRG073_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439528/GLN302_GRG073_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439528/GLN302_GRG073_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439528/GLN302_GRG073_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439528/GLN302_GRG073_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439528/GLN302_GRG073_TF.bam.bai	BAM;BAI						GLN302		GLN302		2023-05-15
